,pdfname,"results_UOP_list (text, fontSize, bbox, page_idx)",max_idx_UOP,"results_SEEGP_list (text, fontSize, bbox, page_idx)",max_idx_SEEGP
19,BTG_Sustainable_Financing_Framework,"[('Use of Proceeds', 13.0, (241.72439575195312, 546.1080932617188, 339.0540771484375, 561.994140625), 1), ('Bond Guidelines 2021 (“SBG”) (Use of Proceeds, Pro\xad', 10.0, (39.96849822998047, 593.0523071289062, 286.2991943359375, 605.2722778320312), 20), ('3.1 Use of Proceeds', 16.0, (308.9764099121094, 60.266231536865234, 455.1044921875, 80.4582290649414), 20), ('are compliant with the current Use of Proceeds.', 10.0, (308.9764099121094, 254.1357421875, 524.723388671875, 266.3557434082031), 31)]",2,"[('Process for Project Selection and Evaluation', 13.0, (241.72439575195312, 572.1080932617188, 501.7372131347656, 587.994140625), 1), ('Process for Project Selection and Evaluation', 13.0, (241.72439575195312, 572.1080932617188, 501.7372131347656, 587.994140625), 1), ('cess for Project Evaluation and Selection, Management ', 10.0, (39.96849822998047, 607.0523071289062, 288.9834899902344, 619.2722778320312), 20), ('cess for Project Evaluation and Selection, Management ', 10.0, (39.96849822998047, 607.0523071289062, 288.9834899902344, 619.2722778320312), 20), ('3.2 Process for Project Selection ', 16.0, (39.96849822998047, 60.549739837646484, 290.6116943359375, 80.74173736572266), 31)]",4
20,CABEI_Green_Bond_Framework,"[('Use of Proceeds ........................................................................................................................... 7 ', 11.039999961853027, (103.94000244140625, 265.2499694824219, 526.5150756835938, 276.28997802734375), 1), ('Use of Proceeds ', 12.960000038146973, (106.94000244140625, 428.22998046875, 194.9789581298828, 441.1899719238281), 7)]",1,"[('Process for Project Evaluation and Selection ............................................................................ 11 ', 11.039999961853027, (103.94000244140625, 285.6499938964844, 526.5150756835938, 296.69000244140625), 1), ('Process for Project Evaluation and Selection ............................................................................ 11 ', 11.039999961853027, (103.94000244140625, 285.6499938964844, 526.5150756835938, 296.69000244140625), 1), ('Process for Project Evaluation and Selection ............................................................................ 11 ', 11.039999961853027, (103.94000244140625, 285.6499938964844, 526.5150756835938, 296.69000244140625), 1), ('Process for Project Evaluation and Selection ', 12.960000038146973, (106.94000244140625, 81.25997924804688, 341.5189514160156, 94.21997833251953), 11), ('Process for Project Evaluation and Selection ', 12.960000038146973, (106.94000244140625, 81.25997924804688, 341.5189514160156, 94.21997833251953), 11), ('Process for Project Evaluation and Selection ', 12.960000038146973, (106.94000244140625, 81.25997924804688, 341.5189514160156, 94.21997833251953), 11), ('the evaluation and selection of the Eligible Green Projects to be financed through the Green Bond ', 11.039999961853027, (70.94400024414062, 114.49996948242188, 526.932861328125, 125.53997039794922), 11)]",3
21,Genneia_Green_Bond_Framework,"[('  Use of Proceeds', 13.0, (253.3719940185547, 486.5260314941406, 373.7857971191406, 502.2690124511719), 1), (' Use of Proceeds', 24.0, (99.51600646972656, 81.2969970703125, 301.04400634765625, 110.36100006103516), 8), ('bonds regarding the use of proceeds and its purchase of bonds should be based upon ', 9.0, (75.18603515625, 533.822021484375, 474.4561462402344, 544.7210693359375), 13), ('actions in this Framework in respect of use of proceeds, project evaluation and selection, ', 9.0, (75.18603515625, 565.322021484375, 474.45611572265625, 576.2210693359375), 13)]",1,"[('Process for Project Evaluation  ', 13.0, (269.6960144042969, 514.5280151367188, 468.7260437011719, 530.27099609375), 1), ('Process for Project Evaluation  ', 13.0, (269.6960144042969, 514.5280151367188, 468.7260437011719, 530.27099609375), 1), (' Process for Project ', 24.0, (108.03600311279297, 104.2969970703125, 347.34002685546875, 133.36099243164062), 9), ('Evaluation and Selection', 24.0, (73.71600341796875, 132.97698974609375, 365.1000671386719, 162.04098510742188), 9), ('project evaluation process also applies to our subsidiaries and affiliates.', 10.0, (75.18600463867188, 245.3289031982422, 428.2869567871094, 257.43890380859375), 9), ('actions in this Framework in respect of use of proceeds, project evaluation and selection, ', 9.0, (75.18603515625, 565.322021484375, 474.45611572265625, 576.2210693359375), 13), ('actions in this Framework in respect of use of proceeds, project evaluation and selection, ', 9.0, (75.18603515625, 565.322021484375, 474.45611572265625, 576.2210693359375), 13)]",2
22,FS_Green_Bond_Framework_-_July_2021,"[('Use of Proceeds ', 12.000450134277344, (110.63999938964844, 441.1795349121094, 222.5718994140625, 455.7480773925781), 11)]",0,"[('theme within the company. Furthermore, in the selection processes for ', 12.000450134277344, (80.04000091552734, 223.61953735351562, 516.6077880859375, 238.18807983398438), 5), ('Association are voluntary process for broad use when issuing Green ', 12.000450134277344, (85.08000183105469, 341.3395690917969, 514.9241333007812, 355.9081115722656), 11), ('Process for project evaluation and selection ', 12.000450134277344, (110.63999938964844, 423.4195556640625, 410.94134521484375, 437.98809814453125), 12), ('Process for project evaluation and selection ', 12.000450134277344, (110.63999938964844, 423.4195556640625, 410.94134521484375, 437.98809814453125), 12), ('Process for project evaluation and selection ', 12.000450134277344, (110.63999938964844, 423.4195556640625, 410.94134521484375, 437.98809814453125), 12), ('The investment selection process was adjusted at the end of ', 12.000450134277344, (120.47999572753906, 270.779541015625, 514.644775390625, 285.34808349609375), 14), ('assessment process if FS Committee deems necessary. Suppliers that ', 12.000450134277344, (85.08000183105469, 692.4595947265625, 514.8326416015625, 707.0281372070312), 14)]",0
23,CAFs_GREEN_BOND_FRAMEWORK,"[('1. Use of Proceeds ............................................................................................ 8 ', 12.0, (96.14399719238281, 183.92002868652344, 529.89599609375, 197.30003356933594), 3), ('1. Use of Proceeds, ', 11.039999961853027, (103.0999984741211, 135.9488067626953, 208.5591278076172, 148.25840759277344), 7), ('1. Use of Proceeds ', 14.039999961853027, (103.0999984741211, 246.78378295898438, 234.71311950683594, 262.4383850097656), 7), ('of the program in accordance to eligibility criteria defined in the Use of proceeds, CAF’s ', 11.039999961853027, (85.10399627685547, 383.4187927246094, 529.6515502929688, 395.7283935546875), 11), ('i) The selection of the use of proceeds for selected projects that have been previously ', 11.039999961853027, (103.0999984741211, 563.1987915039062, 529.9664306640625, 575.5084228515625), 11), ('information regarding the environmental impact of the projects and the use of the proceeds. ', 11.039999961853027, (85.10399627685547, 119.38880920410156, 530.1090698242188, 131.6984100341797), 15)]",2,"[('2. Process for Project Evaluation and Selection .............................................. 10 ', 12.0, (96.14399719238281, 203.8400115966797, 529.89599609375, 217.2200164794922), 3), ('2. Process for Project Evaluation and Selection .............................................. 10 ', 12.0, (96.14399719238281, 203.8400115966797, 529.89599609375, 217.2200164794922), 3), ('2. Process for Project Evaluation and Selection .............................................. 10 ', 12.0, (96.14399719238281, 203.8400115966797, 529.89599609375, 217.2200164794922), 3), ('Loan Selection Process ........................................................................ 11 ', 12.0, (140.05999755859375, 243.7100067138672, 529.89599609375, 257.0899963378906), 3), ('2. Process for Evaluation and Selection, ', 11.039999961853027, (103.0999984741211, 155.02882385253906, 307.09912109375, 167.3384246826172), 7), ('2. Process for Evaluation and Selection, ', 11.039999961853027, (103.0999984741211, 155.02882385253906, 307.09912109375, 167.3384246826172), 7), ('2. Process for Project Evaluation and Selection ', 14.039999961853027, (103.0999984741211, 336.9037780761719, 423.0431213378906, 352.5583801269531), 9), ('2. Process for Project Evaluation and Selection ', 14.039999961853027, (103.0999984741211, 336.9037780761719, 423.0431213378906, 352.5583801269531), 9), ('2. Process for Project Evaluation and Selection ', 14.039999961853027, (103.0999984741211, 336.9037780761719, 423.0431213378906, 352.5583801269531), 9), ('Loan Selection Process ', 12.0, (139.10000610351562, 437.8900146484375, 277.82598876953125, 451.2699890136719), 10)]",6
24,"BTG_Pactual_Green,_Social_and_Sustainable_Financing_Framework","[('Use of Proceeds ', 12.0, (184.590087890625, 602.76220703125, 281.0580749511719, 618.1822509765625), 1), ('terms of use of proceeds. This document serves ', 12.0, (313.0899963378906, 387.7625732421875, 562.13671875, 402.1625671386719), 12), ('Use of proceeds', 12.0, (46.69000244140625, 307.8548278808594, 131.768798828125, 322.25482177734375), 14), ('Use of Proceeds', 15.0, (36.25, 387.0630187988281, 152.7864990234375, 406.3380432128906), 14), ('Use of Proceeds.', 12.0, (313.08660888671875, 629.85107421875, 404.5146179199219, 644.2510375976562), 18)]",3,"[('Process for Project ', 12.0, (184.590087890625, 631.5621948242188, 297.68768310546875, 646.9822387695312), 1), ('Selection and Evaluation ', 12.0, (184.590087890625, 645.9622192382812, 328.22882080078125, 661.3822631835938), 1), ('Process for project evaluation and selection', 12.0, (48.7660026550293, 323.850830078125, 271.7727966308594, 338.2508239746094), 14), ('Process for project evaluation and selection', 12.0, (48.7660026550293, 323.850830078125, 271.7727966308594, 338.2508239746094), 14), ('Process for project evaluation and selection', 12.0, (48.7660026550293, 323.850830078125, 271.7727966308594, 338.2508239746094), 14), ('Process for Project Selection ', 15.0, (36.25, 499.0630187988281, 248.1520233154297, 518.3380126953125), 18)]",5
25,ILAP_Green_Financing_Framework,"[('1. Use of proceeds ', 8.800000190734863, (77.5999984741211, 470.6816101074219, 155.44239807128906, 481.3471984863281), 0), ('1. Use of proceeds ', 8.800000190734863, (46.400001525878906, 268.2815856933594, 124.24479675292969, 278.9471740722656), 1), ('contributing to the GBP and GLP objectives of climate change mitigation. Use of proceeds will involve the acquisition, ', 8.800000190734863, (49.5999755859375, 385.30963134765625, 523.5029907226562, 395.7640380859375), 1), ('project categories identified in the GBP and GLP. Therefore, we regard the framework as aligned with the use of proceeds ', 8.800000190734863, (49.599945068359375, 411.70965576171875, 540.3129272460938, 422.1640625), 1), ('The GBP and GLP stipulate that a seeker of finance should report on the use of proceeds annually until full ', 8.800000190734863, (46.400001525878906, 358.901611328125, 477.9126281738281, 369.35601806640625), 2), ('Commit to regular reporting of the environmental impact and use of proceeds. ', 8.800000190734863, (46.39360046386719, 596.5015869140625, 363.49200439453125, 606.9559936523438), 3)]",0,"[(' 2. Process for project evaluation and selection ', 8.800000190734863, (344.0, 470.6816101074219, 547.4391479492188, 481.3471984863281), 0), (' 2. Process for project evaluation and selection ', 8.800000190734863, (344.0, 470.6816101074219, 547.4391479492188, 481.3471984863281), 0), (' 2. Process for project evaluation and selection ', 8.800000190734863, (344.0, 470.6816101074219, 547.4391479492188, 481.3471984863281), 0), ('2. Process for project evaluation and selection ', 8.800000190734863, (46.400001525878906, 457.08160400390625, 241.0384063720703, 467.7471923828125), 1), ('2. Process for project evaluation and selection ', 8.800000190734863, (46.400001525878906, 457.08160400390625, 241.0384063720703, 467.7471923828125), 1), ('2. Process for project evaluation and selection ', 8.800000190734863, (46.400001525878906, 457.08160400390625, 241.0384063720703, 467.7471923828125), 1), ('exclusionary criteria, if applicable, and the overall sustainability objectives that underpin the selection process. ', 8.800000190734863, (46.400001525878906, 502.901611328125, 499.4944152832031, 513.3560180664062), 1)]",0
26,EGE_Haina_Green_Securities_Framework,"[('• Use of Proceeds\t', 10.0, (259.91290283203125, 656.4749145507812, 333.3119201660156, 669.0748901367188), 2), ('funds will be used in accordance with the terms and regulations stipulated under the “Use of Funds” sec\xad', 10.0, (72.0, 436.57000732421875, 504.0000915527344, 449.1700134277344), 3), ('the earned funds to the Trustor that will in turn use them in accordance to the “Use of Proceeds” ', 10.0, (136.0, 659.3200073242188, 541.9982299804688, 671.9199829101562), 8), ('The Green Securities’ goal is to facilitate the transparency in the use of funds, as well as integrity and ', 10.0, (108.0, 209.32000732421875, 542.0149536132812, 221.9199981689453), 10), ('Association (ICMA), which are focused on four key components: use of funds, project selection and eva\xad', 10.0, (108.0, 284.32000732421875, 540.0000610351562, 296.9200134277344), 10), ('Use of Proceeds', 11.0, (108.0, 477.9010009765625, 184.32789611816406, 492.4649963378906), 10), ('with the “use of funds” criteria set forth in the existing Framework and generate a measurable positive ', 10.0, (108.0, 489.82000732421875, 542.0379028320312, 502.4200134277344), 12), ('other eligible projects which, according to the “Use of Funds” section, are aligned with the Green Bond ', 10.0, (72.0, 519.8200073242188, 506.0018310546875, 532.4199829101562), 13), ('the “Use of Funds” section.', 10.0, (108.0, 114.81999969482422, 220.3290252685547, 127.41999816894531), 14), ('third party to ensure its compliance and will verify that the proceedings for use of proceeds, pro\xad', 10.0, (100.0, 581.1192016601562, 504.0000915527344, 593.7191772460938), 15)]",5,"[('• Project Selection and Evaluation Process\t', 10.0, (259.91290283203125, 669.4749145507812, 436.1708984375, 682.0748901367188), 2), ('Project Selection and Evaluation Process', 11.0, (108.0, 428.4010009765625, 304.5346984863281, 442.9649963378906), 12), ('The eligible project selection and evaluation process will be responsibility of EGE Haina’s Strategy ', 10.0, (108.0, 444.82000732421875, 541.9779052734375, 457.4200134277344), 12), ('detailed in the “Project Selection and Evaluation Process” section.', 10.0, (72.0, 399.82000732421875, 346.2860412597656, 412.4200134277344), 13), ('selection process. Likewise, these reports will be shared in the EGE Haina and Fiduciaria websites, and ', 10.0, (108.0, 324.82000732421875, 541.9998779296875, 337.4200134277344), 14), ('ject selection and evaluation, and the management of proceeds have been performed according ', 10.0, (100.0, 596.1192016601562, 506.00103759765625, 608.7191772460938), 15)]",1
27,CADU_GREEN_BOND_FRAMEWORK,"[('Use of Proceeds ', 11.039999961853027, (84.98400115966797, 127.81880187988281, 174.25912475585938, 140.12840270996094), 6), ('levels. CADU’s use of proceeds will be used for ECOCASA projects with IDG ratings of ', 11.039999961853027, (84.98400115966797, 231.99879455566406, 513.4871215820312, 244.3083953857422), 8)]",0,"[('selection processes; and, the reporting methodology.  ', 11.039999961853027, (84.98400115966797, 758.4647827148438, 371.84912109375, 770.7744140625), 0), ('Process for Project Evaluation and Selection  ', 11.039999961853027, (84.98400115966797, 308.5887451171875, 325.2691345214844, 320.8983459472656), 8), ('Process for Project Evaluation and Selection  ', 11.039999961853027, (84.98400115966797, 308.5887451171875, 325.2691345214844, 320.8983459472656), 8), ('Process for Project Evaluation and Selection  ', 11.039999961853027, (84.98400115966797, 308.5887451171875, 325.2691345214844, 320.8983459472656), 8)]",0
28,Bci_Sustainable_Financing_Framework,"[('Green Use of Proceeds instruments: ', 9.0, (62.832000732421875, 223.6020050048828, 213.67201232910156, 234.69000244140625), 6), ('bonds or loans in which the use of proceeds will be used exclusively', 9.0, (214.1999969482422, 223.6020050048828, 484.3710632324219, 234.69000244140625), 6), ('“Use of Proceeds” below) and that are aligned with the four green eligible categories described in', 9.0, (62.832000732421875, 247.3620147705078, 453.02703857421875, 258.45001220703125), 6), ('Social Use of Proceeds: ', 9.0, (62.832000732421875, 283.1419982910156, 161.8679962158203, 294.2300109863281), 6), ('bonds or loans in which the use of proceeds will be used exclusively to finance or ', 9.0, (161.86000061035156, 283.1419982910156, 487.18310546875, 294.2300109863281), 6), ('refinance, partially or totally, new and / or existing social assets (as defined in the section ""Use of Proceeds"" ', 9.0, (62.832000732421875, 295.02197265625, 498.0272216796875, 306.1099853515625), 6), ('Sustability Use of Proceeds: ', 9.0, (62.832000732421875, 330.781982421875, 181.1349639892578, 341.8699951171875), 6), ('bonds or loans in which the use of proceeds will be used exclusively to finance or ', 9.0, (181.05999755859375, 330.781982421875, 507.6880187988281, 341.8699951171875), 6), ('refinance, partially or totally, new or existing green and social assets (as defined in the section “Use of Proceeds” ', 9.0, (62.832000732421875, 342.6619873046875, 517.6563110351562, 353.75), 6), ('Use of proceeds', 9.0, (291.239990234375, 418.77197265625, 355.6890563964844, 429.8599853515625), 6), ('The use of proceeds from the sustainable bonds will be exclusively allocated to finance or refinance, ', 9.984000205993652, (45.47999954223633, 98.24569702148438, 482.878662109375, 110.54598999023438), 7), ('The detail related to the Use of Proceeds, ', 9.0, (309.42999267578125, 348.21197509765625, 477.4961853027344, 359.29998779296875), 12)]",10,"[('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 1), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 2), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 3), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 4), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 5), ('Process for project evaluation and selection', 9.0, (291.239990234375, 448.6519775390625, 467.4691467285156, 459.739990234375), 6), ('Process for project evaluation and selection', 9.0, (291.239990234375, 448.6519775390625, 467.4691467285156, 459.739990234375), 6), ('Process for project evaluation and selection', 9.0, (291.239990234375, 448.6519775390625, 467.4691467285156, 459.739990234375), 6), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 6), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 7), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 8), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 9), ('Process for', 9.0, (276.8900146484375, 28.432018280029297, 324.28387451171875, 39.52001953125), 10), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 11), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 12), ('Process for ', 9.0, (277.7300109863281, 28.432018280029297, 325.4300537109375, 39.52001953125), 13)]",0
29,FS_Green_Bond_Framework_-_November_2020,"[('Use of Proceeds ', 12.0, (110.66000366210938, 532.4500122070312, 222.67401123046875, 546.9940185546875), 7)]",0,"[('Capital Markets Association are voluntary process for broad use when ', 12.0, (85.10399627685547, 403.42999267578125, 514.7280883789062, 417.9739990234375), 7), ('Process for project evaluation and selection ', 12.0, (110.66000366210938, 514.9299926757812, 410.9739990234375, 529.4739990234375), 8), ('Process for project evaluation and selection ', 12.0, (110.66000366210938, 514.9299926757812, 410.9739990234375, 529.4739990234375), 8), ('Process for project evaluation and selection ', 12.0, (110.66000366210938, 514.9299926757812, 410.9739990234375, 529.4739990234375), 8), ('The investment selection process was adjusted at the end of ', 12.0, (120.5, 250.19000244140625, 514.3761596679688, 264.7340087890625), 10), ('assessment process if FS Committee deems necessary. Suppliers that ', 12.0, (85.10399627685547, 671.9199829101562, 514.7861938476562, 686.4639892578125), 10)]",0
30,Sicredi_Green_Bond_Framework,"[('2.1 Use of Proceeds .................................................................................................................... 4', 12.0, (84.02400207519531, 146.780029296875, 539.583984375, 158.780029296875), 1), (' (GBP) and its four key pillars: (i) use of proceeds; (ii) process for project ', 12.0, (185.5399932861328, 181.219970703125, 542.4138793945312, 193.219970703125), 3), ('2.1 Use of Proceeds  ', 12.960000038146973, (72.02400207519531, 389.57000732421875, 182.3489532470703, 402.5299987792969), 3), ('to monitor compliance with the aforementioned use of proceeds policies and sectorial policies. ', 12.0, (72.02400207519531, 436.3900146484375, 542.8119506835938, 448.3900146484375), 5), ('Use of proceeds indicators ', 11.039999961853027, (77.42400360107422, 93.62002563476562, 200.90504455566406, 104.66002655029297), 6)]",2,"[('2.2 Project evaluation & selection .............................................................................................. 5', 12.0, (84.02400207519531, 166.46002197265625, 539.583984375, 178.46002197265625), 1), (' (GBP) and its four key pillars: (i) use of proceeds; (ii) process for project ', 12.0, (185.5399932861328, 181.219970703125, 542.4138793945312, 193.219970703125), 3), ('evaluation and selection; (iii) management of proceeds; and (iv) reporting.  ', 12.0, (72.02400207519531, 196.46002197265625, 439.8219909667969, 208.46002197265625), 3), ('Project evaluation & selection  ', 12.960000038146973, (108.0199966430664, 579.0700073242188, 272.2589416503906, 592.0299682617188), 4)]",3
31,Nacional_Financiera_Green_Bond_USD,"[('3.1 Use of Proceeds ', 11.039999961853027, (90.50399780273438, 212.66000366210938, 181.43504333496094, 223.6999969482422), 1), ('with Nafin’s treasury and sustainability teams to understand the use of proceeds, management of ', 11.039999961853027, (72.38400268554688, 146.89999389648438, 542.270263671875, 157.9399871826172), 2), ('3.1 Use of Proceeds ', 14.039999961853027, (72.38400268554688, 109.73001098632812, 189.79302978515625, 123.77001190185547), 3), ('Activities generating energy from wind are eligible for the use of proceeds of the bond and will be the ', 11.039999961853027, (72.38400268554688, 181.10000610351562, 542.33251953125, 192.13999938964844), 3), ('Financial: Review of the use of funds and the source of repayment during the financing.  ', 11.039999961853027, (72.38400268554688, 311.69000244140625, 467.83502197265625, 322.7300109863281), 4), ('Nafin will provide an annual report on the Use of Proceeds indicating the projects that were allocated ', 11.039999961853027, (72.38400268554688, 332.45001220703125, 542.239501953125, 343.4900207519531), 5), ('funded by the Green Bond in order to assess the compliance of projects with the use of proceeds criteria ', 11.039999961853027, (72.38400268554688, 460.6300048828125, 542.2163696289062, 471.6700134277344), 5), ('use of proceeds criteria defined in the framework. Sustainalytics will provide a report of the evaluation, ', 11.039999961853027, (72.38400268554688, 487.510009765625, 542.270751953125, 498.5500183105469), 5), ('fully compliant with the use of proceeds criteria. ', 11.039999961853027, (72.38400268554688, 475.2699890136719, 291.5050354003906, 486.30999755859375), 7), ('with its four components – the use of proceeds, process of project evaluation and selection, management ', 11.039999961853027, (72.38400268554688, 623.0199584960938, 542.20263671875, 634.0599975585938), 7), ('allocation of the funds’ use of proceeds. ', 11.039999961853027, (72.38400268554688, 310.489990234375, 251.90504455566406, 321.5299987792969), 12)]",2,"[('3.2 Project Selection Process ', 11.039999961853027, (90.50399780273438, 225.98001098632812, 221.18504333496094, 237.02000427246094), 1), ('3.2 Project Selection Process ', 14.039999961853027, (72.38400268554688, 356.3600158691406, 241.6630401611328, 370.4000244140625), 3), ('with its four components – the use of proceeds, process of project evaluation and selection, management ', 11.039999961853027, (72.38400268554688, 623.0199584960938, 542.20263671875, 634.0599975585938), 7), ('with its four components – the use of proceeds, process of project evaluation and selection, management ', 11.039999961853027, (72.38400268554688, 623.0199584960938, 542.20263671875, 634.0599975585938), 7), ('The assessment process should, in the first instance, address ', 11.039999961853027, (240.77000427246094, 222.13998413085938, 558.357666015625, 233.1799774169922), 10)]",1
32,Green_Bond_Financing_Framework,"[('Use of Proceeds ', 11.039999961853027, (108.0199966430664, 566.1099853515625, 182.51504516601562, 577.1500244140625), 6), ('Use of Proceeds - Eligible Green Projects', 15.960000038146973, (126.0199966430664, 163.12997436523438, 393.7673645019531, 179.08998107910156), 7)]",1,"[('5.2      Process of Project Evaluation and Selection ', 14.039999961853027, (144.02000427246094, 238.37002563476562, 434.04302978515625, 252.41001892089844), 1), ('5.2      Process of Project Evaluation and Selection ', 14.039999961853027, (144.02000427246094, 238.37002563476562, 434.04302978515625, 252.41001892089844), 1), ('Process for Project Evaluation and Selection ', 11.039999961853027, (108.0199966430664, 579.5499877929688, 306.6250305175781, 590.5900268554688), 6), ('Process for Project Evaluation and Selection ', 11.039999961853027, (108.0199966430664, 579.5499877929688, 306.6250305175781, 590.5900268554688), 6), ('Process for Project Evaluation and Selection ', 11.039999961853027, (108.0199966430664, 579.5499877929688, 306.6250305175781, 590.5900268554688), 6), ('Process of Project Evaluation and Selection', 15.960000038146973, (126.0199966430664, 559.1800537109375, 411.4966125488281, 575.1400146484375), 8), ('Process of Project Evaluation and Selection', 15.960000038146973, (126.0199966430664, 559.1800537109375, 411.4966125488281, 575.1400146484375), 8)]",5
33,Green_Bond_Framework_of_Banco_Guayaquil,"[('First Principle – Use of Proceeds ............................................................................................................... 7 ', 11.039999961853027, (118.54192352294922, 183.2277374267578, 530.4415283203125, 197.43621826171875), 2), ('Principles (GBP), updated in 2021, which include: Use of Proceeds; Process for ', 11.039999961853027, (85.54192352294922, 287.1477355957031, 530.9384765625, 301.356201171875), 5), ('criteria established for the use of funds in this Green Bond Framework, in accordance with the ', 9.119999885559082, (85.54192352294922, 688.6197509765625, 453.9281311035156, 699.7553100585938), 5), ('First Principle – Use of Proceeds ', 12.960000038146973, (139.5419158935547, 92.83221435546875, 364.1390380859375, 109.51173400878906), 6), ('for the Use of Proceeds as specified above. Proceeds may be used for capital ', 11.039999961853027, (85.54192352294922, 267.2277526855469, 530.940185546875, 281.43621826171875), 10), ('categories and criteria specified in Section I (Use of Funds); ', 11.039999961853027, (110.64201354980469, 314.98773193359375, 456.75244140625, 329.1961975097656), 11), ('for the collation and reporting on the use of proceeds, as well as to track ', 11.039999961853027, (103.54192352294922, 187.5477294921875, 530.8612060546875, 201.75621032714844), 13), ('Section I (Use of Proceeds)', 11.039999961853027, (168.92010498046875, 498.3477478027344, 322.90606689453125, 512.5562133789062), 13), ('monitoring the use of funds. ', 11.039999961853027, (85.54192352294922, 458.2677307128906, 254.35726928710938, 472.4761962890625), 15)]",3,"[('Second Principle – Process for Project Evaluation and Selection ............... 12 ', 11.039999961853027, (118.54192352294922, 201.4677276611328, 530.4415283203125, 215.67620849609375), 2), ('Second Principle – Process for Project Evaluation and Selection ............... 12 ', 11.039999961853027, (118.54192352294922, 201.4677276611328, 530.4415283203125, 215.67620849609375), 2), ('Second Principle – Process for Project Evaluation and Selection ............... 12 ', 11.039999961853027, (118.54192352294922, 201.4677276611328, 530.4415283203125, 215.67620849609375), 2), ('Principles (GBP), updated in 2021, which include: Use of Proceeds; Process for ', 11.039999961853027, (85.54192352294922, 287.1477355957031, 530.9384765625, 301.356201171875), 5), ('Project Evaluation and Selection; Management of Proceeds; and Reporting. ', 11.039999961853027, (85.54192352294922, 300.3477478027344, 522.0599975585938, 314.55621337890625), 5), ('Project Evaluation and Selection; Management of Proceeds; and Reporting. ', 11.039999961853027, (85.54192352294922, 300.3477478027344, 522.0599975585938, 314.55621337890625), 5), ('Second Principle – Process for Project Evaluation and ', 12.960000038146973, (139.5419158935547, 71.71221160888672, 531.5729370117188, 88.39173126220703), 11), ('Second Principle – Process for Project Evaluation and ', 12.960000038146973, (139.5419158935547, 71.71221160888672, 531.5729370117188, 88.39173126220703), 11), ('The Eligible Project Evaluation and Selection Process aims to ensure that ', 11.039999961853027, (85.54192352294922, 114.58773803710938, 531.135009765625, 128.7962188720703), 11), ('The Eligible Project Evaluation and Selection Process aims to ensure that ', 11.039999961853027, (85.54192352294922, 114.58773803710938, 531.135009765625, 128.7962188720703), 11), ('The Eligible Project Evaluation and Selection Process aims to ensure that ', 11.039999961853027, (85.54192352294922, 114.58773803710938, 531.135009765625, 128.7962188720703), 11)]",6
